statut_amm,statut_commercialisation,specialite,dosage,forme,presentation,pp_gn,substance_active,classe_therapeutique,epi,ppv,ph,pfht,code,tva
AMM ENREGISTREE,Non Commercialisé,FLOXIL,500  MG,GELULE,BOITE DE 16,GN,FLUCLOXACILLINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,ATLAS PHARM,"74,1","46,3","44,1144",108,
AMM ENREGISTREE,Non Commercialisé,FLOXIL,500  MG,GELULE,BOITE DE 24,GN,FLUCLOXACILLINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,ATLAS PHARM,"105,9","66,2","63,0285",109,
AMM ENREGISTREE,Commercialisé,GANFORT,"0,3  MG  /   ML + 5  MG  /   ML",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST // TIMOLOL,OPHTALMOLOGIE,AFRIC PHAR,212,"132,8","126,46",110,
AMM ENREGISTREE,Non Commercialisé,GAPREX,150  MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"61,2","38,2","36,43",111,
AMM ENREGISTREE,Non Commercialisé,GAPREX,150  MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"161,1","100,7","95,87",112,
AMM ENREGISTREE,Commercialisé,GAPREX,150  MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,271,"180,1","171,53",113,
AMM ENREGISTREE,Non Commercialisé,GAPREX,25  MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"57,1","35,7","34,01",114,
AMM ENREGISTREE,Commercialisé,GAPREX,25  MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"102,1","63,8","60,77",115,
AMM ENREGISTREE,Non Commercialisé,GAPREX,75  MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"40,6","25,4","24,19",116,
AMM ENREGISTREE,Non Commercialisé,GAPREX,75  MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"106,9","66,8","63,66",117,
AMM ENREGISTREE,Commercialisé,GAPREX,75  MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"191,6","119,7","114,03",118,
AMM ENREGISTREE,Non Commercialisé,GASTROLIBER,30  MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,ATLAS PHARM,"135,5","84,7","80,6631",119,
AMM ENREGISTREE,Non Commercialisé,GEMCITABINE HOSPIRA,2 G,POUDRE POUR SOLUTION A PERFUSION,FLACON DE 100 ML,GN,GEMCITABINE,CANCEROLOGIE - HEMATOLOGIE,PFIZER,1212,939,"894,55",120,
AMM ENREGISTREE,Non Commercialisé,GENTADEXA,0,SOLUTION OPHTALMIQUE,FLACON DE 10 ML,GN,GENTAMICINE // DEXAMETHASONE // TETRYZOLINE (CHLORHYDRATE),OPHTALMOLOGIE,AFRIC PHAR,"18,7","11,7","11,1259",121,
AMM ENREGISTREE,Non Commercialisé,GENTAL,"0,003",COLLYRE,FLACON DE 10 ML,GN,GENTAMICINE,OPHTALMOLOGIE,AFRIC PHAR,"19,5","12,2","11,6266",122,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160  MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,112,70,"66,6722",123,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160  MG,SOLUTION INJECTABLE,BOITE UNITAIRE DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"26,2","16,3","15,5763",124,
AMM ENREGISTREE,Commercialisé / AO,GENTAMYCINE,40  MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 2 ML,GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"50,5","31,5","30,0401",125,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120  MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (3 ML),GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"104,6","65,4","62,2497",126,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120  MG,SOLUTION INJECTABLE,BOITE UNITAIRE (3 ML),GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"21,5","13,4","12,7948",127,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,40  MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"11,4","7,1","6,8146",128,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80  MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"16,9","10,5","10,0412",129,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80  MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (2 ML),GN,GENTAMICINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"81,4","50,9","48,4813",130,
AMM ENREGISTREE,Non Commercialisé,GIROFLOX,200  MG  /  100  ML,SOLUTION POUR PERFUSION,FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,ATLAS PHARM,"133,6","83,5","79,55",131,
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,25  MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CANCEROLOGIE - HEMATOLOGIE,AFRIC PHAR,75,"46,9","44,6429",132,
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,50  MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,140,"87,5","83,3333",133,
AMM ENREGISTREE,Non Commercialisé,HYPRIL,"20  MG  /  12,5  MG",COMPRIME,BOITE DE 60,GN,ENALAPRIL (MALEATE) // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,ATLAS PHARM,"125,8","78,6","74,8988",134,
AMM ENREGISTREE,Commercialisé,ICAM,5  MG,COMPRIME PELLICULE,BOITE DE 14,GN,LEVOCETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,AFRIC PHAR,"37,4","23,4","22,29",135,
AMM ENREGISTREE,Commercialisé,ICAM,5  MG,COMPRIME PELLICULE,BOITE DE 28,GN,LEVOCETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,AFRIC PHAR,"65,9","41,2","39,23",136,
AMM ENREGISTREE,Commercialisé,ICAM,5  MG,COMPRIME PELLICULE,BOITE DE 7,GN,LEVOCETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,AFRIC PHAR,21,"13,1","12,48",137,
AMM ENREGISTREE,Commercialisé,INALER,100 µG,AEROSOL,FLACON 200 DOSES,GN,SALBUTAMOL SULFATE,PNEUMO-ALLERGO-PHTYSIOLOGIE,AFRIC PHAR,"42,2","26,4","25,14",138,
AMM ENREGISTREE,Commercialisé,INALER,2  MG  /  5  ML,SOLUTION BUVABLE,FLACON DE 100 ML,GN,SALBUTAMOL SULFATE,PNEUMO-ALLERGO-PHTYSIOLOGIE,AFRIC PHAR,"16,3","10,2","9,7024",139,
AMM ENREGISTREE,Commercialisé,INESO,20  MG,GELULE GASTRO-RESISTANTE,BOITE DE 28,GN,ESOMEPRAZOLE,GASTRO-ENTEROLOGIE,DEVA PHARMACEUTIQUE,"129,9","81,2","77,33",140,
AMM ENREGISTREE,Commercialisé,IPOSEC,30  MG,GELULE,BOITE DE 15,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,AFRIC PHAR,"55,1","34,5","32,8215",141,
AMM ENREGISTREE,Commercialisé,IPOSEC,30  MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,AFRIC PHAR,"111,2","69,5","66,1994",142,
AMM ENREGISTREE,Commercialisé,IRVEL,150  MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"60,9",38,"36,23",143,
AMM ENREGISTREE,Commercialisé,IRVEL,150  MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"108,7","67,9","64,7",144,
AMM ENREGISTREE,Non Commercialisé,IRVEL,150  MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,36,"22,5","21,46",145,
AMM ENREGISTREE,Commercialisé,IRVEL,300  MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,84,"52,5","50,03",146,
AMM ENREGISTREE,Commercialisé,IRVEL,300  MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,150,"93,8","89,31",147,
AMM ENREGISTREE,Non Commercialisé,IRVEL,300  MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,47,"29,4",28,148,
AMM RETIREE,Retiré du Marché,LISASPIN,100  MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,1","11,3","10,06",149,
AMM RETIREE,Retiré du Marché,LISASPIN,1000  MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"48,7","30,3","27,0917",150,
AMM RETIREE,Retiré du Marché,LISASPIN,250  MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,9","11,8","10,51",151,
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500  MG  /  5  ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 1 FLACON DE POUDRE + 1 AMPOULE DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANESTHESIE - REANIMATION,AFRIC PHAR,"4,4","2,8","2,6424",152,
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500  MG  /  5  ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 6 FLACON DE POUDRE + 6 AMPOULES DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANESTHESIE - REANIMATION,AFRIC PHAR,"23,4","14,6","13,9074",153,
AMM RETIREE,Retiré du Marché,LISASPIN,500  MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"22,8","14,2","12,7114",154,
AMM ENREGISTREE,Commercialisé,LUMIGAN,"0,3  MG",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST,OPHTALMOLOGIE,AFRIC PHAR,214,"134,3","127,9484",155,
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,100  MG  /  50  ML,SOLUTION POUR PERFUSION (IV),FLACON DE 50 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"74,8","46,7","44,5038",156,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,200  MG  /  100  ML,SOLUTION POUR PERFUSION (IV),FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"141,1","88,2","84,0009",157,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,250  MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"51,4","32,1","30,6",158,
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,400  MG  /  200  ML,SOLUTION POUR PERFUSION (IV),FLACON DE 200 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,253,"158,3","150,7566",159,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,500  MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"74,8","46,7","44,5",160,
AMM ENREGISTREE,Non Commercialisé,MEGAFLOX IST,500  MG,COMPRIME PELLICULE,BOITE DE 2,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"35,5","22,2","21,1393",161,
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI  /  250  MG",COMPRIME DISPERSIBLE,BOITE DE 16,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"74,8","46,7","44,5038",162,
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI  /  250  MG",COMPRIME DISPERSIBLE,BOITE DE 24,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"106,5","66,6","63,4179",163,
AMM ENREGISTREE,Commercialisé,MONONITRIL,20  MG,COMPRIME,BOITE DE 20,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,17,"10,6","10,119",164,
AMM ENREGISTREE,Commercialisé,MONONITRIL,20  MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"49,5","30,9","29,4643",165,
AMM ENREGISTREE,Commercialisé,MONONITRIL,40  MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"65,2","40,7","38,8095",166,
AMM ENREGISTREE,Commercialisé,NOCOL,20  MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"97,6",61,"58,08",167,
AMM ENREGISTREE,Commercialisé,NOCOL,20  MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"188,5","117,8","112,2",168,
AMM ENREGISTREE,Commercialisé,NOCOL,40  MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,171,"106,9","101,78",169,
AMM ENREGISTREE,Commercialisé,NOCOL,40  MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,283,"188,1","179,14",170,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),10  MG,COMPRIME PELLICULE,BOITE DE 10,GN,ROSUVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"59,7","37,3","35,55",171,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),10  MG,COMPRIME PELLICULE,BOITE DE 30,GN,ROSUVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"154,1","96,3","91,71",172,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),20  MG,COMPRIME PELLICULE,BOITE DE 10,GN,ROSUVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,"96,5","60,3","57,47",173,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),20  MG,COMPRIME PELLICULE,BOITE DE 30,GN,ROSUVASTATINE,CARDIOLOGIE - ANGEIOLOGIE,AFRIC PHAR,250,"156,3","148,85",174,
AMM ENREGISTREE,Commercialisé,NOMYC,150  MG,GELULE,BOITE DE 1,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"22,4",14,"13,35",175,
AMM ENREGISTREE,Commercialisé,NOMYC,150  MG,GELULE,BOITE DE 2,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"39,5","24,7","23,49",176,
AMM ENREGISTREE,Commercialisé,NOMYC,150  MG,GELULE,BOITE DE 4,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"72,9","45,5","43,3912",177,
AMM ENREGISTREE,Commercialisé,NOMYC,50  MG,GELULE,BOITE DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,AFRIC PHAR,"78,3","48,9","46,59",178,
AMM ENREGISTREE,Commercialisé,NOPOROSE,35  MG,COMPRIME PELLICULE,BOITE DE 12,GN,RISEDRONATE MONOSODIQUE,RHUMATOLOGIE,AFRIC PHAR,464,308,"294,0393",179,
AMM ENREGISTREE,Commercialisé,NOPOROSE,35  MG,COMPRIME PELLICULE,BOITE DE 4,GN,RISEDRONATE MONOSODIQUE,RHUMATOLOGIE,AFRIC PHAR,"181,9","113,7","108,2555",180,
AMM RETIREE,Retiré du Marché,NOVOTER,"0,01",CREME A USAGE TOPIQUE,TUBE DE 30 G,GN,FLUOCINOLONE,DERMATOLOGIE,AFRIC PHAR,"25,5","15,9","14,1856",181,
AMM RETIREE,Retiré du Marché,NOVOTER,"0,01",CREME A USAGE TOPIQUE,TUBE DE 60 G,GN,FLUOCINOLONE,DERMATOLOGIE,AFRIC PHAR,"45,9","28,6","25,534",182,
AMM ENREGISTREE,Non Commercialisé,OFLUREX,200  MG,COMPRIME PELLICULE,BOITE DE 16,GN,OFLOXACINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,ATLAS PHARM,"147,7","92,3","87,9506",183,
AMM ENREGISTREE,Non Commercialisé,OFLUREX,200  MG,COMPRIME PELLICULE,BOITE DE 8,GN,OFLOXACINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,ATLAS PHARM,"77,2","48,3","45,9724",184,
AMM ENREGISTREE,Non Commercialisé,OFTALAR,"0,001",COLLYRE,FLACON DE 5 ML,GN,PRANOPROFENE,OPHTALMOLOGIE,AFRIC PHAR,"42,9","26,8","25,534",185,
AMM RETIREE,Retiré du Marché,OFTALMOTRIM,0,COLLYRE,FLACON DE 5 ML,GN,POLYMYXINE B (SULFATE) // TRIMETHOPRIME,OPHTALMOLOGIE,AFRIC PHAR,"27,8","17,4","16,5777",186,
AMM RETIREE,Retiré du Marché,OLICLINOMEL N4-550 E,"9,11  /  5,06  /  4,54  /  2,11  /  2,64  /  3,22  /  2,55  /  1,76  /  2,46  /  2,99  /  2,20  /  1,85  /  0,79  /  0,18  /  2,55  /  1,96  /  4,29  /  2,38  /  0,90  /  160  /  0,59 G",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 LITRES,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,ANESTHESIE - REANIMATION,AFRIC PHAR,506,336,"320,4272",187,
AMM RETIREE,Retiré du Marché,OLICLINOMEL N6-900 E,"14,08  /  7,82  /  7,01  /  3,26  /  4,08  /  4,97  /  3,94  /  2,72  /  3,81  /  4,62  /  3,40  /  2,86  /  1,22  /  0,27  /  3,94  /  4,90  /  3,58  /  0,90  /  240  /  0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,ANESTHESIE - REANIMATION,AFRIC PHAR,548,364,"347,1295",188,
AMM RETIREE,Retiré du Marché,OLICLINOMEL N7-1000 E,"16,56  /  9,20  /  8,24  /  3,84  /  4,80  /  5,84  /  4,64  /  3,20  /  4,48  /  5,44  /  4  /  3,36  /  1,44  /  0,32  /  4,64  /  4,90  /  4,29  /  3,58  /  0,90  /  320  /  0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 1 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,ANESTHESIE - REANIMATION,AFRIC PHAR,379,252,"240,3204",189,
AMM RETIREE,Retiré du Marché,OLICLINOMEL N7-1000 E,"16,56  /  9,20  /  8,24  /  3,84  /  4,80  /  5,84  /  4,64  /  3,20  /  4,48  /  5,44  /  4  /  3,36  /  1,44  /  0,32  /  4,64  /  4,90  /  4,29  /  3,58  /  0,90  /  320  /  0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,ANESTHESIE - REANIMATION,AFRIC PHAR,576,383,"364,931",190,
AMM ENREGISTREE,Commercialisé,OPSUMIT,10  MG,COMPRIME PELLICULE,BOITE DE 30,PP,MACITENTAN,PNEUMO-ALLERGO-PHTYSIOLOGIE,MAPHAR,26000,25498,"25098,3",191,
AMM ENREGISTREE,Non Commercialisé,OXALIPLATINE HOSPIRA,200  MG  /  40  ML,SOLUTION POUR PERFUSION,FLACON DE 40 ML,GN,OXALIPLATINE,CANCEROLOGIE - HEMATOLOGIE,PFIZER,1701,1442,"1374,03",192,
AMM ENREGISTREE,Commercialisé,OZURDEX,700 µG,IMPLANT INTRAVITRE EN AVEC APPLICATEUR,BOITE UNITAIRE,PP,DEXAMETHASONE,OPHTALMOLOGIE,AFRIC PHAR,9959,9771,"9371,98",193,
AMM ENREGISTREE,Commercialisé / AO,PEP-RANI,50  MG  /  2  ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 2 ML,GN,RANITIDINE,GASTRO-ENTERO-HEPATOLOGIE,AFRIC PHAR,"51,4","32,1","30,5964",194,
AMM ENREGISTREE,Commercialisé,PRILVAS,20  MG,COMPRIME,BOITE DE 28,GN,ENALAPRIL (MALEATE),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"66,4","41,5","39,55",195,
AMM ENREGISTREE,Commercialisé,PRILVAS,5  MG,COMPRIME,BOITE DE 28,GN,ENALAPRIL (MALEATE),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"51,8","32,4","30,8393",196,
AMM ENREGISTREE,Commercialisé,PRISDAL,1  MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"77,6","48,5","46,22",197,
AMM ENREGISTREE,Commercialisé,PRISDAL,2  MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"138,6","86,6","82,49",198,
AMM ENREGISTREE,Commercialisé,PRISDAL,3  MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,192,120,"114,29",199,
AMM ENREGISTREE,Commercialisé,PRISDAL,4  MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,274,"171,2","163,1",200,
AMM ENREGISTREE,Commercialisé,PRISDAL,"0,5  MG",COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE - PSYCHIATRIE,AFRIC PHAR,"30,4",19,"18,12",201,
AMM ENREGISTREE,Non Commercialisé,PROCLOR,20  MG,GELULE,BOITE DE 30,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,ATLAS PHARM,"102,1","63,8","60,79",202,
AMM ENREGISTREE,Commercialisé,PROTON,20  MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,AFRIC PHAR,"49,3","30,8","29,37",203,
AMM ENREGISTREE,Commercialisé,PROTON,20  MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,AFRIC PHAR,"95,3","59,6","56,74",204,
AMM RETIREE,Retiré du Marché,REMOX,"0,01",CREME,TUBE DE 20 G,GN,PIROXICAM,RHUMATOLOGIE,AFRIC PHAR,"18,1","11,3","10,7922",205,
AMM RETIREE,Retiré du Marché,REMOX,"0,01",CREME,TUBE DE 50 G,GN,PIROXICAM,RHUMATOLOGIE,AFRIC PHAR,"36,2","22,6","21,5565",206,
AMM ENREGISTREE,Commercialisé,REMOX,20  MG,COMPRIME DISPERSIBLE,BOITE DE 10,GN,PIROXICAM,ANESTHESIE - REANIMATION,AFRIC PHAR,39,"24,4","23,1976",207,
AMM ENREGISTREE,Commercialisé,REMOX,20  MG,GELULE,BOITE DE 10,GN,PIROXICAM,ANESTHESIE - REANIMATION,AFRIC PHAR,"37,2","23,3","22,1573",208,
AMM ENREGISTREE,Commercialisé,REMOX,20  MG,SUPPOSITOIRE,BOITE DE 12,GN,PIROXICAM,ANESTHESIE - REANIMATION,AFRIC PHAR,42,"26,2","24,9777",209,
